pid;ID;Kapitelueberschrift;ErsteSeite;LetzteSeite;Anzahl_Seiten;PID_ersteSeite;Anzahl_weitereGliederungsebenen;DeeplinkingUrl
787738;DTL1924;"Schlaich, Wolfgang: Das Ende der Regensburger Reichsstifte St. Emmeram, Ober- und Niedermünster. Ein Beitrag zur Geschichte der Säkularisation und der Neugestaltung des bayerischen Staates";"Seite 163";"Seite 376";214;788381;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788381
787738;DTL1925;"Fürnrohr, Otto: Das Patriziergeschlecht Schiltl in Regensburg. Eine genealogische Studie";"Seite 377";"[Seite 392]";16;788595;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788595
787738;DTL1928;"Gresky, Wolfgang: Ludwig Giseke zum 200. Geburtstag. Der Verfasser des Beresinaliedes in seinen Beziehungen zu Regensburg";"Seite 393";"[Seite 404]";12;788613;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788613
787738;DTL1929;"Sydow, Jürgen: Beiträge zur Geschichte des deutschen Italienhandels im Früh- und Hochmittelalter (Teil I)";"Seite 405";"[Seite 414]";10;788625;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788625
787738;DTL1930;"Sydow, Jürgen: Eine Instruktion für Laurentius Hochwart als bischöflichen Gesandten zum Konzil von Trient";"Seite 415";"Seite 420";6;788635;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788635
787738;DTL1931;"Neuerscheinungen zur Geschichte Regensburgs und der Oberpfalz";"Seite 421";"Seite 437";17;788641;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788641
787738;DTL1932;"Buchbesprechungen";"Seite 438";"[Seite 446]";9;788658;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788658
787738;DTL1933;"Vereinsrückschau";"Seite 447";"[Seite 452]";6;788667;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788667
787738;DTL1934;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. November 1955 bis 31. Dezember 1956";"Seite 453";"Seite 472";22;788673;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=787738&childpid=788673
1383291;DTL1437;"Titelblatt";"[Seite 1]";"[Seite 2]";2;1383650;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383650
1383291;DTL1438;"Inhalt";"[Seite 3]";"[Seite 4]";2;1383652;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383652
1383291;DTL1439;"Dachs, Karl: Leben und Dichtung des Johann Ludwig Prasch (1637-1690). Mit einer Darstellung seiner Poetik";"Seite 5";"[Seite 220]";222;1383654;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383654
1383291;DTL1440;"Morenz, Ludwig: Magister Nikolaus von Ybbs. Sein Werdegang als Notar der Reichskanzlei und als Protonotar der böhmischen Kanzlei bis zu seiner Wahl zum Bischof von Regensburg im Jahre 1313";"Seite 221";"Seite 308";88;1383876;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383876
1383291;DTL1441;"Neuerscheinungen zur Geschichte Regensburgs und der Oberpfalz";"Seite 309";"[Abb.] Hans Wagner Archiar und Ehrenbürger der Stadt Weiden";21;1383964;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383964
1383291;DTL1442;"Vereinschronik";"Seite 329";"Seite 334";6;1383986;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383986
1383291;DTL1443;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. Januar 1957 bis 31. Januar 1958";"Seite 335";"Seite 348";16;1383992;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1383291&childpid=1383992
789954;DTL1037;"Titelblatt";"[Seite 1]";"[Seite 2]";2;790213;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790213
789954;DTL1038;"Inhalt";"[Seite 3]";"[Seite 4]";2;790215;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790215
789954;DTL1039;"Gürth, Alcuin Heribert: Über Wolfgang Dientzenhofer. Materialien zur Geschichte der oberpfälzischen Barockarchitektur";"Seite 5";"Seite 76";82;790217;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790217
789954;DTL1040;"Tyroller, Franz: Die Herkunft der Kastler Klostergründer";"Seite 77";"[Seite 164]";90;790299;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790299
789954;DTL1041;"Klebel, Ernst: Zur Geschichte des Herzogs Theodo";"Seite 165";"[Seite 206]";42;790389;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790389
789954;DTL1042;"Dettenthaler, Josef: Eine altniederländische Madonnentafel in Amberg";"Seite 207";"[Seite 220]";16;790431;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790431
789954;DTL1043;"Sydow, Jürgen: Unbekannte Briefe des Pier Paolo Vergerio d. J. im Regensburger Stadtarchiv";"Seite 221";"[Seite 230]";10;790447;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790447
789954;DTL1044;"Buchbesprechungen";"Seite 231";"Seite 238";8;790457;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790457
789954;DTL1045;"Nachrufe";"Seite 239";"Seite 242";6;790465;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=789954&childpid=790465
1073555;DTL1077;"Titelblatt";"[Seite I]";"[Seite II]";2;1073824;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1073824
1073555;DTL1078;"Inhalt";"[Seite III]";"[Seite IV]";2;1073826;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1073826
1073555;DTL1079;"Geleitwort des Regierungspräsidenten Dr. Georg Zizler zum hundertsten Verhandlungsband";"Seite 1";"Seite 4";5;1073828;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1073828
1073555;DTL1080;"Schönfeld, Roland: Studien zur Wirtschaftsgeschichte der Reichsstadt Regensburg im achtzehnten Jahrhundert";"Seite 5";"[Seite 148]";144;1073834;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1073834
1073555;DTL1081;"Volkert, Wilhelm: Gerichtsverhältnisse im Pflegamt Hohenfels vom 15. bis zum 18. Jahrhundert";"Seite 149";"[Seite 174]";26;1073978;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1073978
1073555;DTL1082;"Volkert, Wilhelm: Neustadt an der Waldnaab und die Fürsten Lobkowitz";"Seite 175";"Seite 194";20;1074004;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074004
1073555;DTL1083;"Fürnrohr, Otto: Johann Sigmund Brecht (Precht, Brechtel, Prechtl) von Sittenbach. Eine kurze Ergänzung zu VO 98, 225f";"Seite 195";"Seite 196";2;1074024;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074024
1073555;DTL1084;"Bernhard, Alois: Regensburg im 9. Jahrhundert in England bekannt";"Seite 197";"[Abb.] Oberarchivrat Dr. R. Freytag und Oberbürgermeister Hans Herrmann";5;1074026;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074026
1073555;DTL1085;"Völkl, Georg: Hans Herrmann. Oberbürgermeister und Ehrenbürger der Stadt Regensburg";"Seite 201";"Seite 202";2;1074032;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074032
1073555;DTL1086;"Völkl, Georg: Dr. Rudolf Freytag. Fürstl. Oberarchivrat in Regensburg, Ehrenmitglied des Historischen Vereins für Oberpfalz und Regensburg, Inhaber der Albertus-Magnus-Medaille";"Seite 203";"[Seite 206]";4;1074034;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074034
1073555;DTL1087;"Vereinsrückschau";"Seite 207";"[Seite 212]";6;1074038;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074038
1073555;DTL1088;"Neuerscheinungen zur Geschichte der Oberpfalz und von Regensburg";"Seite 213";"[Seite 234]";24;1074044;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074044
1073555;DTL1089;"Buchbesprechungen";"Seite 237";"Seite 238";2;1074068;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074068
1073555;DTL1090;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. Februar 1958 bis 31. Oktober 1959";"Seite 239";"Seite 258";22;1074070;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1073555&childpid=1074070
1071843;DTL1213;"Titelblatt";"[Seite 1]";"[Seite 2]";2;1072146;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072146
1071843;DTL1214;"Inhaltsverzeichnis";"[Seite 3]";"[Seite 4]";2;1072148;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072148
1071843;DTL1215;"Fuchs, Norbert: Die Wahlkapitulationen der Fürstbischöfe von Regensburg (1437-1802)";"Seite 5";"Seite 108";104;1072150;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072150
1071843;DTL1216;"Boll, Walter: Die Kirche in Trautmannshofen, ein Werk Leonhard Dientzenhofers";"Seite 109";"Seite 120";12;1072254;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072254
1071843;DTL1217;"Volkert, Wilhelm: Thomas von Bassus (1742-1815). Ein Graubündner Edelmann in Bayern";"Seite 121";"[Seite 146]";27;1072266;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072266
1071843;DTL1218;"Hemmerle, Josef: Zur geschichtlichen Bedeutung der Regensburger Augustiner";"Seite 147";"[Seite 164]";18;1072294;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072294
1071843;DTL1219;"Dietheuer, Franz: Drei Originalbriefe des Dombaumeisters Conrad Roritzer und der Ingolstädter Liebfrauenturmplan um 1460";"Seite 165";"Seite 174";12;1072312;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072312
1071843;DTL1220;"Herrmann, Erwin: Zur frühmittelalterlichen Regensburger Mission in Böhmen";"Seite 175";"[Seite 188]";14;1072324;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072324
1071843;DTL1221;"Kasparek, Max Udo: Keramik aus Regensburg aus dem 11. - 17. Jahrhundert";"Seite 189";"[Abb.] Keramik aus Regensburg aus dem 11.- 17. Jahrhundert  Abb.5 Henkelkanne, Abb.6 Topf, Abb.7 Topf, Abb.8 Töpfermarke";6;1072338;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072338
1071843;DTL1222;"Menhardt, Hermann: Regensburg, ein Mittelpunkt der deutschen Epik des 12. Jahrhunderts";"Seite 193";"Seite 202";10;1072344;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072344
1071843;DTL1223;"Schwarz, Ernst: Pfatter und Pfreimd";"Seite 203";"[Seite 206]";4;1072354;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072354
1071843;DTL1224;"Dietheuer, Franz: Die Bettbrunner Geldreitern";"Seite 207";"[Abb.] Bettbrunner Geldreitern";3;1072358;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072358
1071843;DTL1225;"Klebel, Ernst; Kessel, Willi: Beiträge zur Wirtschaftsgeschichte der Stadt Regensburg";"Seite 209";"Seite 212";4;1072362;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072362
1071843;DTL1226;"Dachs, Hans: Nachruf auf Ernst Klebel";"Seite 213";"Seite 218";7;1072366;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072366
1071843;DTL1227;"Neuerscheinungen";"Seite 219";"[Seite 240]";22;1072374;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072374
1071843;DTL1228;"Buchbesprechung";"Seite 241";"Seite 254";14;1072396;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072396
1071843;DTL1229;"Vereinsrückschau";"Seite 255";"[Seite 260]";7;1072410;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072410
1071843;DTL1230;"Stroh, Armin: Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. November 1959 bis 31. Dezember 1960";"Seite 261";"Seite 280";26;1072418;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072418
1071843;DTL1231;"Stroh, Armin: Die Vorgeschichte von Niedertraubling";"Seite 281";"Seite 284";4;1072444;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1071843&childpid=1072444
906452;DTL1217;"Titelblatt";"[Seite 1]";"[Seite 2]";2;906756;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906756
906452;DTL1218;"Inhaltsverzeichnis";"[Seite 3]";"[Seite 4]";2;906758;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906758
906452;DTL1219;"Bosl, Karl: Der Chamer Geschichtsforscher Joseph Rudolph Schuegraf. Zu seinem 100. Todestag";"Seite 5";"[Seite 20]";16;906760;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906760
906452;DTL1220;"Mayer, Ludwig: Regensburg und die Revolution 1848";"Seite 21";"[Seite 100]";80;906776;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906776
906452;DTL1221;"Schertl, Philipp: Die Amberger Jesuiten im ersten Dezennium ihres Wirkens (1621-1632). I. Teil: Tätigkeit in Amberg selbst";"Seite 101";"Seite 194";94;906856;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906856
906452;DTL1222;"Schmidt, Otto: Religiöse Verhältnisse in Amberg vor der Kirchenspaltung";"Seite 195";"Seite 208";14;906950;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906950
906452;DTL1223;"Strobel, Richard: Die Stadtbefestigung an der Südost-Ecke von Castra Regina in nachrömischer Zeit";"Seite 209";"[Abb.] Ausschnitt aus der Exactissima &#8230; Ratisbonae Delineatio"", 1645 (H.C. Bahre)  --  Ausschnitt aus ""Eigentlicher Geometrischer Grundriß des Heyl. Röm. Re. Freyen Statt Regensburg wie solche im Jahr 1694 gestanden"". Lavierte Federzeichnung. Unsigniert.";19;906964;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906964
906452;DTL1224;"Lehner, J. B.: In memoriam Erzbischof Dr. Michael Buchberger";"Seite 225";"Seite 226";2;906984;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906984
906452;DTL1225;"Neuerscheinungen zur Geschichte der Oberpfalz und Regensburg";"Seite 227";"[Seite 246]";20;906986;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=906986
906452;DTL1226;"Buchbesprechungen";"Seite 247";"Seite 258";12;907006;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=907006
906452;DTL1227;"Vereinrückschau";"Seite 259";"[Seite 264]";6;907018;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=907018
906452;DTL1228;"Bericht der vorgeschichtlichen Abteilung des Museums Regensburg vom 1. Januar 1961 bis 30. April 1962";"Seite 265";"Seite 282";26;907024;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=907024
906452;DTL1229;"Stroh, Armin: Sammlung Langfeld";"Seite 283";"Seite 291";9;907050;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=906452&childpid=907050
899191;DTL1885;"Titelblatt";"[Seite 1]";"[Seite 2]";2;899662;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=899662
899191;DTL1886;"Inhaltsverzeichnis";"[Seite 3]";"[Seite 3]";1;899664;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=899664
899191;DTL1887;"Mitarbeiter";"[Seite 4]";"[Seite 4]";1;899665;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=899665
899191;DTL1888;"Kraus, Andreas: Die Briefe P. Roman Zirngibls an Lorenz von Westenrieder. Teil I";"Seite 5";"[Leerseite]";160;899666;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=899666
899191;DTL1889;"Fürnrohr, Walter: Der immerwährende Reichstag zu Regensburg. Das Parlament des Alten Reiches";"Seite 165";"[Seite 256]";92;899826;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=899826
899191;DTL1890;"Schertl, Philipp: Die Amberger Jesuiten im ersten Dezennium ihres Wirkens (1621-1632). II. Teil: Die Tätigkeit der Amberger Jesuiten in den Kurpfälzischen Missionen";"Seite 257";"Seite 350";94;899918;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=899918
899191;DTL1891;"Strobel, Richard: Forschungsprobleme des mittelalterlichen Wohnbaus in Regensburg";"Seite 351";"Seite 374";32;900012;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=900012
899191;DTL1892;"Fürnrohr, Otto: Schäffer und Grimm, zwei bedeutende Regensburger Familien des 18. Jahrhunderts";"Seite 375";"Seite 380";6;900044;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=900044
899191;DTL1893;"Fürnrohr, Otto: Altregensburger Apotheken und Apotheker. Ergänzungen zu VO. 94 S. 111ff";"Seite 381";"Seite 384";4;900050;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=900050
899191;DTL1894;"Schmid, O.: Aus der Anfangszeit der Wallfahrtskirche Maria Hilf in Amberg";"Seite 385";"Seite 396";12;900054;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=900054
899191;DTL1895;"Neuerscheinungen zur Geschichte und Landeskunde der Oberpfalz 1962";"Seite 397";"Seite 416";20;900066;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=899191&childpid=900066
